series,Store,Dept,model,wape,mape,rmse
S02_D02,2,2,seasonal_naive,0.09020694985190854,8.919549963849354,8092.525100472136
S02_D03,2,3,global_gbm,0.18006369084922905,25.89905111582785,23519.50925361422
S02_D03,2,3,holt_winters,0.2084410408867684,28.023589183124837,26899.987425265466
S02_D03,2,3,seasonal_naive,0.1345468785151576,19.67723197100608,21146.341841615726
S02_D04,2,4,global_gbm,0.1519112528323804,15.053193604880938,3194.71632324436
S02_D04,2,4,holt_winters,0.06936841163800761,6.976966421815732,1789.9794722038487
S02_D04,2,4,seasonal_naive,0.06403232413378579,6.346845115786379,1645.9829525173202
S02_D05,2,5,global_gbm,0.0898206443978205,8.979220870463687,4301.552857244237
S02_D05,2,5,holt_winters,0.07570460889505212,7.556071144961781,5174.292741635666
S02_D05,2,5,seasonal_naive,0.060988507004591956,6.009699138273869,3417.3461020076325
S02_D06,2,6,global_gbm,0.0765273251070093,7.550885051419755,6694.4915945157945
S02_D06,2,6,holt_winters,0.09675800446567571,9.91217541623835,8650.335693532998
S02_D06,2,6,seasonal_naive,0.07204303893570287,7.03163298293218,6469.719381756629
S02_D07,2,7,global_gbm,0.08158233667486414,8.185038878506493,6445.131044493252
S02_D07,2,7,holt_winters,0.07346555959748775,7.405953383449453,6369.254660666477
S02_D07,2,7,seasonal_naive,0.05745512671500669,5.691902411778685,4947.673670985173
S02_D08,2,8,global_gbm,0.21404328585708957,21.635739075975476,3391.437684568391
S02_D08,2,8,holt_winters,0.1006977931219417,10.146896004195488,1856.9145916725308
S02_D08,2,8,seasonal_naive,0.06720645520213625,6.644549986258633,1216.1477971323782
S02_D09,2,9,global_gbm,0.09098720062922945,9.10354122338262,4714.788818794479
S02_D09,2,9,holt_winters,0.13695909658769037,13.640375306282147,8609.189826998181
S02_D09,2,9,seasonal_naive,0.07496435046412357,7.389784369173797,4435.810141071733
S02_D10,2,10,global_gbm,0.25731607182746896,26.054507390456248,4026.0477588573594
S02_D10,2,10,holt_winters,0.09695189893128364,9.666535308576174,2071.7318629024526
S02_D10,2,10,seasonal_naive,0.09529655719161,9.393372871081223,1814.9713797875474
S02_D11,2,11,global_gbm,0.09706248838730423,9.540844561600515,6122.704352763823
S02_D11,2,11,holt_winters,0.20156406148872708,20.629840366214456,15935.799939665594
S02_D11,2,11,seasonal_naive,0.2177409994780151,21.567912653182507,20336.591485587065
S02_D12,2,12,global_gbm,0.14471231687132174,14.501863001764166,3367.361246881144
S02_D12,2,12,holt_winters,0.09276978661375183,9.442310231047092,3121.18732304581
S02_D12,2,12,seasonal_naive,0.07470841358146017,7.354246911514731,2155.6488802635245
S03_D01,3,1,global_gbm,0.08042232886619735,8.198872528219118,2967.3204010813683
S03_D01,3,1,holt_winters,0.11425375776096065,10.923551311328055,5204.699534865828
S03_D01,3,1,seasonal_naive,0.13379908363979262,13.18909139973031,7427.177743437772
S03_D02,3,2,global_gbm,0.07085512894722422,6.912037426835721,5051.24215153109
S03_D02,3,2,holt_winters,0.11902882520878388,11.947645957651806,10139.04957091155
S03_D02,3,2,seasonal_naive,0.07296041297623036,7.1426604458812255,5438.2720965719645
S03_D03,3,3,global_gbm,0.05825413439842784,5.71346043558101,4217.67209527483
S03_D03,3,3,holt_winters,0.09042173822470828,9.270330804357949,7636.9604595834435
S03_D03,3,3,seasonal_naive,0.07751050901633662,7.663790215825514,5522.463149221655
S03_D04,3,4,global_gbm,0.06194840881194735,6.124416144217623,1299.8245624560025
S03_D04,3,4,holt_winters,0.08971168588767715,8.939395030082771,1917.3449900154437
S03_D04,3,4,seasonal_naive,0.06698712436209596,6.6368895323514465,1284.8643195973095
S03_D05,3,5,global_gbm,0.043564947459052455,4.372271026360175,2092.8731670430825
S03_D05,3,5,holt_winters,0.07749864219204618,7.865427310224374,4210.233506393549
S03_D05,3,5,seasonal_naive,0.06971363395368045,6.974709615114858,3052.6983996196286
S03_D06,3,6,global_gbm,0.05623396185163202,5.67545029172337,4356.828527707614
S03_D06,3,6,holt_winters,0.1360859029829112,13.508667626047979,11663.135635060093
S03_D06,3,6,seasonal_naive,0.06848912199462055,6.664513036928258,5211.272026162027
S03_D07,3,7,global_gbm,0.04760407977761933,4.711022565870365,3488.327882103347
S03_D07,3,7,holt_winters,0.0701381175973529,6.8722539640196985,5765.981913799504
S03_D07,3,7,seasonal_naive,0.06702869503285731,6.577886533983797,4794.1008856353965
S03_D08,3,8,global_gbm,0.0765760761005191,7.814617219893603,1190.3819984090405
S03_D08,3,8,holt_winters,0.0991394877577869,10.007857490196223,1437.9801870753824
S03_D08,3,8,seasonal_naive,0.07601319723993342,7.510381299919377,1235.8746637261872
S03_D09,3,9,global_gbm,0.06750648007832266,6.80029837320825,3229.048633531598
S03_D09,3,9,holt_winters,0.11535755089797571,11.558543962036097,5000.331044746165
S03_D09,3,9,seasonal_naive,0.06316839051719131,6.259488189300591,3228.899539510878
S03_D10,3,10,global_gbm,0.06886180948878608,7.015058329055432,1072.5481208687413
S03_D10,3,10,holt_winters,0.10036310166247446,9.974865647671022,1695.3856619316475
S03_D10,3,10,seasonal_naive,0.06731899646792129,6.65391409117371,995.03784780358
S03_D11,3,11,global_gbm,0.056766838335073545,5.583068849731011,3230.239253152197
S03_D11,3,11,holt_winters,0.16883190373523682,17.050045271210845,9476.662872839464
S03_D11,3,11,seasonal_naive,0.07572153378287984,7.604501175422114,4349.431371567953
S03_D12,3,12,global_gbm,0.08456472165448524,8.855677896574626,2018.8505017511325
S03_D12,3,12,holt_winters,0.1162617997073249,11.797211185742654,2986.5144227862547
S03_D12,3,12,seasonal_naive,0.06348423317433073,6.168250963005117,1746.846350805699
S04_D01,4,1,global_gbm,0.08934623898629183,8.85571516534561,3679.807863514903
S04_D01,4,1,holt_winters,0.07814025290406383,8.04299345420335,3694.508740829168
S04_D01,4,1,seasonal_naive,0.07329592490845861,7.2185976989842855,3276.2733979641544
S04_D02,4,2,global_gbm,0.0615435883874283,6.357632604041797,4317.9302967284675
S04_D02,4,2,holt_winters,0.1041679721908943,10.681720005792814,9555.019550830788
S04_D02,4,2,seasonal_naive,0.0727044569296284,7.266163068760953,5617.79345641378
S04_D03,4,3,global_gbm,0.03776205697238307,3.7876758772172305,3322.734583357503
S04_D03,4,3,holt_winters,0.0838116551566146,8.539512000846054,7851.6440604060435
S04_D03,4,3,seasonal_naive,0.05841981892910194,5.781143485609346,4504.06932850839
S04_D04,4,4,global_gbm,0.18459434766492022,14.60367026239314,6152.270060745519
S04_D04,4,4,holt_winters,0.14037566106287533,10.75297249649516,5628.468748386239
S04_D04,4,4,seasonal_naive,0.11912391784547338,8.085044731245874,5078.719358378513
S04_D05,4,5,global_gbm,0.07259753739859541,7.5758323093008215,3465.7304932919556
S04_D05,4,5,holt_winters,0.0970821771016319,9.857589981555327,5389.929253159736
S04_D05,4,5,seasonal_naive,0.06828832133413,6.914091500349936,3704.791676112156
S04_D06,4,6,global_gbm,0.05964416502400197,6.0646838357112145,4191.089417092905
S04_D06,4,6,holt_winters,0.1050240189549093,10.736565714037605,8330.173691017573
S04_D06,4,6,seasonal_naive,0.06553016042037056,6.58602116528298,4697.276384336678
S04_D07,4,7,global_gbm,0.05249778773572574,5.214446694814687,4124.913257532746
S04_D07,4,7,holt_winters,0.11540966678422344,11.636354430223937,9030.926488798134
S04_D07,4,7,seasonal_naive,0.05740255283593084,5.765312024018595,4574.982643870001
S04_D08,4,8,global_gbm,0.12506474598697895,12.730986857331255,1997.0678118355847
S04_D08,4,8,holt_winters,0.08055359226914988,8.239057596893607,1389.1939683994563
S04_D08,4,8,seasonal_naive,0.07765212223730093,7.546553470575042,1362.0728891129638
S04_D09,4,9,global_gbm,0.07080595990021472,7.185584056927066,3347.5836143708257
S04_D09,4,9,holt_winters,0.13249331270600512,13.274739999195745,6698.128130230693
S04_D09,4,9,seasonal_naive,0.07483565709819677,7.376340292353461,3845.899067650534
S04_D10,4,10,global_gbm,0.15481665500766914,38.11812064143586,2217.4544356612773
S04_D10,4,10,holt_winters,0.10011517945217747,28.69246635031364,2004.3920770126563
S04_D10,4,10,seasonal_naive,0.07703336715498138,27.87644221798531,1488.8841230969765
S04_D11,4,11,global_gbm,0.06677462701290765,7.078389784987382,4162.285781358171
S04_D11,4,11,holt_winters,0.15581136710498397,16.183204055674334,9987.739333162002
S04_D11,4,11,seasonal_naive,0.08128750381597177,8.408207345967567,5238.906883828733
S04_D12,4,12,global_gbm,0.09834828686425744,9.965400895400265,2212.4235566549746
S04_D12,4,12,holt_winters,0.1385221640809706,13.75237791239759,4139.766047222417
S04_D12,4,12,seasonal_naive,0.07891087195363515,7.813176263853616,2062.235476817192
S05_D01,5,1,global_gbm,0.1656911722950517,14.365833803753153,6879.523749116151
S05_D01,5,1,holt_winters,0.16760200929799565,15.04555867329717,9359.437105151033
S05_D01,5,1,seasonal_naive,0.12147009293259937,9.554293879690745,6195.268747290064
S05_D02,5,2,global_gbm,0.050274989976264915,5.088964495166024,2689.7299495021357
S05_D02,5,2,holt_winters,0.09750367906028488,9.942881748705984,5738.926745490866
S05_D02,5,2,seasonal_naive,0.08332651575434025,8.212230197015709,4369.986371103878
S05_D03,5,3,global_gbm,0.05898799368449731,5.734359607752733,3980.9110753649607
S05_D03,5,3,holt_winters,0.08663438742253082,8.611716355737022,6286.6976216179755
S05_D03,5,3,seasonal_naive,0.09469473231790505,9.202788865630684,5899.06613542225
S05_D04,5,4,global_gbm,0.06306136013134934,6.311034243606049,987.811817279316
S05_D04,5,4,holt_winters,0.08386950550384993,8.323562852015337,1355.0437120528534
S05_D04,5,4,seasonal_naive,0.08169616188696145,7.99811048495351,1348.7094858583482
S05_D05,5,5,global_gbm,0.05678680912090021,5.874382010063928,2258.8343866696846
S05_D05,5,5,holt_winters,0.11840424862943887,11.754380349727398,5843.439177308394
S05_D05,5,5,seasonal_naive,0.17459725603318033,17.519975113229027,9736.367396428088
S05_D06,5,6,global_gbm,0.04972659500389747,4.988113331929111,2876.608494804636
S05_D06,5,6,holt_winters,0.09321961014024445,9.52200303216914,5688.683586926071
S05_D06,5,6,seasonal_naive,0.07638928699782802,7.627706529910522,3984.520675975475
S05_D07,5,7,global_gbm,0.07341810512283174,7.416566708599274,3993.5224635205655
S05_D07,5,7,holt_winters,0.07745040517324008,7.841485787203048,4357.3983387036815
S05_D07,5,7,seasonal_naive,0.07340198750824192,7.17537028249146,4263.330903773031
S05_D08,5,8,global_gbm,0.13902219817801545,10.858937518571592,3470.0126121474223
S05_D08,5,8,holt_winters,0.12847964633797235,10.125736513155585,3419.5231665585416
S05_D08,5,8,seasonal_naive,0.14052820219399864,10.699096014135456,3543.3020935134705
S05_D09,5,9,global_gbm,0.08596135720019797,8.8348257361286,3115.848494206791
S05_D09,5,9,holt_winters,0.13768426192282665,13.752645311574211,5172.949798504628
S05_D09,5,9,seasonal_naive,0.09215372773057168,8.953775572780202,3587.633290782013
S05_D10,5,10,global_gbm,0.07288474918320784,7.311152031586301,955.5309733857163
S05_D10,5,10,holt_winters,0.08006238303434175,8.175168156718138,1219.939280094812
S05_D10,5,10,seasonal_naive,0.06930073071608804,6.814297964101819,897.4133571671706
S05_D11,5,11,global_gbm,0.05501785297237801,5.600624442592637,2559.3405978599644
S05_D11,5,11,holt_winters,0.14635791426956515,14.746148679339308,7218.20852209679
S05_D11,5,11,seasonal_naive,0.09255200981775123,8.997293945539527,4420.2511291070805
S05_D12,5,12,global_gbm,0.05324883934126139,5.359263388511276,1089.1442269019735
S05_D12,5,12,holt_winters,0.12685069744120434,12.638260794377958,2551.8705841367737
S05_D12,5,12,seasonal_naive,0.07312983526266247,7.408307362804092,1413.883516607543
S06_D01,6,1,global_gbm,0.06937584762146944,6.881944949436765,1782.3306398308405
S06_D01,6,1,holt_winters,0.08202343753162371,8.265085111412072,2295.1206723712744
S06_D01,6,1,seasonal_naive,0.06718371809927459,6.756730484344195,1663.734955022036
S06_D02,6,2,global_gbm,0.1289913913612742,10.133475933619719,8270.086638677245
S06_D02,6,2,holt_winters,0.23206155945895604,21.07725806255623,12588.194206971426
S06_D02,6,2,seasonal_naive,0.1194286988435334,9.732286121474514,7787.81097046681
S06_D03,6,3,global_gbm,0.055061492031788416,6.011858701618169,2893.4163864566203
S06_D03,6,3,holt_winters,0.09559659507380665,9.981540170736203,5586.842397867999
S06_D03,6,3,seasonal_naive,0.08043958126091925,8.41075228246673,3826.5518405035527
S06_D04,6,4,global_gbm,0.06724408798500585,6.705850213890391,801.0422760142952
S06_D04,6,4,holt_winters,0.06863498864551502,6.83315390993441,823.2998311521316
S06_D04,6,4,seasonal_naive,0.08263126447331827,8.62642407532032,1428.9947307362208
S06_D05,6,5,global_gbm,0.0711214080247284,7.356244350654243,2203.192287267219
S06_D05,6,5,holt_winters,0.08531144807610092,8.730171948695487,2859.2228241986227
S06_D05,6,5,seasonal_naive,0.06846583379725367,6.816467903784859,1972.3257192615908
S06_D06,6,6,global_gbm,0.09911854820673081,18.291492031188806,5179.831591982172
S06_D06,6,6,holt_winters,0.15514079349388565,24.003260519498472,8358.509938889216
S06_D06,6,6,seasonal_naive,0.08848903185884495,17.232333969431995,5032.662346163947
S06_D07,6,7,global_gbm,0.07356892837690913,7.579347095551925,3347.7250349665414
S06_D07,6,7,holt_winters,0.11020100245401998,11.073739754498618,4800.784521611286
S06_D07,6,7,seasonal_naive,0.07723954968372909,7.7753334832031955,3462.3477747298675
S06_D08,6,8,global_gbm,0.08183432887302333,8.34954426481189,815.3557350491534
S06_D08,6,8,holt_winters,0.08332353872204183,8.50751747544115,824.8385601903728
S06_D08,6,8,seasonal_naive,0.06846855662058476,6.959945529335596,683.8286315468305
S06_D09,6,9,global_gbm,0.0766285101698816,7.787279591403219,2386.4321036969486
S06_D09,6,9,holt_winters,0.11938033825159994,12.097909552417931,3487.5045408552833
S06_D09,6,9,seasonal_naive,0.06489719331105857,6.577486193131155,1942.554916727747
S06_D10,6,10,global_gbm,0.14433343684832464,11.328933375522377,2551.6378839731015
S06_D10,6,10,holt_winters,0.14460280341192827,11.291052496055395,2669.734537507628
S06_D10,6,10,seasonal_naive,0.12658614263336662,9.689600945033419,2274.47750851053
S06_D11,6,11,global_gbm,0.07668813884252389,7.654681034290337,3212.621570764501
S06_D11,6,11,holt_winters,0.18374357188414095,18.87603269789926,6433.462802368464
S06_D11,6,11,seasonal_naive,0.08416467640919645,8.39004740151551,3376.438889866533
S06_D12,6,12,global_gbm,0.07301237706628873,7.2684002790607956,1148.355550063183
S06_D12,6,12,holt_winters,0.12328772630821237,12.492878719752646,2329.4609159710976
S06_D12,6,12,seasonal_naive,0.07614711472154777,7.54864581725926,1084.9173895798247
S07_D01,7,1,global_gbm,0.06185847616198855,6.205306453755092,2192.310224030571
S07_D01,7,1,holt_winters,0.07498624607383103,7.313264849733578,3058.1926383978075
S07_D01,7,1,seasonal_naive,0.06739250167089147,6.7023757390925995,2416.3079456951714
S07_D02,7,2,global_gbm,0.060310219406924964,6.123332762718891,3493.870898303565
S07_D02,7,2,holt_winters,0.08169519029768389,8.32618962145393,6290.374519355751
S07_D02,7,2,seasonal_naive,0.07414687356691492,7.533259131951023,4480.524472017044
S07_D03,7,3,global_gbm,0.08967536826036447,19.89642444451509,6955.097950027969
S07_D03,7,3,holt_winters,0.14407046236628537,25.524610123397185,11004.94991659147
S07_D03,7,3,seasonal_naive,0.1283013368292989,23.325257012425244,11715.738051472392
S07_D04,7,4,global_gbm,0.07544057375444536,7.553682006725175,1361.8616319837474
S07_D04,7,4,holt_winters,0.09557823270313841,9.737432153840219,1611.2941794122441
S07_D04,7,4,seasonal_naive,0.07030779355214704,6.799842587767728,1298.877861175817
S07_D05,7,5,global_gbm,0.07074015515108249,7.274447348280787,2949.0419685561233
S07_D05,7,5,holt_winters,0.0898548500193301,8.964600337296027,4394.132886798577
S07_D05,7,5,seasonal_naive,0.07347944480955558,7.220479004048383,3303.479063814313
S07_D06,7,6,global_gbm,0.05107712471987094,5.222267744807082,2993.869492411584
S07_D06,7,6,holt_winters,0.10840045096147748,10.812979900705455,8157.973496018669
S07_D06,7,6,seasonal_naive,0.0681291207960026,6.851597362902408,4352.254544654333
S07_D07,7,7,global_gbm,0.06533236089083423,6.539712034240993,4182.238292147779
S07_D07,7,7,holt_winters,0.0945161796660554,9.35213860657336,6333.685539365225
S07_D07,7,7,seasonal_naive,0.0716215591997085,7.015289308429279,4685.375552726294
S07_D08,7,8,global_gbm,0.11265618294191597,9.45607684276172,2143.6060755023245
S07_D08,7,8,holt_winters,0.1318435072567121,11.534337451581296,2408.5346899225583
S07_D08,7,8,seasonal_naive,0.08515845011433293,6.486256709490451,1910.6355729948718
S07_D09,7,9,global_gbm,0.047233848460467374,4.724825669119708,2005.1540194042534
S07_D09,7,9,holt_winters,0.12074559264552663,12.154781446425014,4696.057162938708
S07_D09,7,9,seasonal_naive,0.059700248771006,5.97285846930657,2509.165188816653
S07_D10,7,10,global_gbm,0.0794642678088615,8.046525226455726,1113.2181629921276
S07_D10,7,10,holt_winters,0.07297294335052336,7.155877765715741,1297.0544526494684
S07_D10,7,10,seasonal_naive,0.07243345376142617,7.27987392014727,1173.2320895346509
S07_D11,7,11,global_gbm,0.05017185386181886,4.916519832761913,2548.412651143379
S07_D11,7,11,holt_winters,0.15000185131966434,15.49315812584991,8104.925706882914
S07_D11,7,11,seasonal_naive,0.06139094451506743,6.423825706741112,3356.2047367315245
S07_D12,7,12,global_gbm,0.10239744234815783,16.985949285273897,2398.383563698196
S07_D12,7,12,holt_winters,0.20923323493372104,28.452466162799222,4533.253571067339
S07_D12,7,12,seasonal_naive,0.09510461593936213,16.99850895485859,2379.802810699015
S08_D01,8,1,global_gbm,0.06123314231598891,6.2245198869636935,1873.3678404743987
S08_D01,8,1,holt_winters,0.09109491275983848,9.09273928359011,3357.174347459808
S08_D01,8,1,seasonal_naive,0.06740976457399946,6.705891167810954,2015.281894555881
S08_D02,8,2,global_gbm,0.057032719661456566,5.616545773428925,3111.606504405368
S08_D02,8,2,holt_winters,0.08918172948063101,8.941907450302756,6037.977749896665
S08_D02,8,2,seasonal_naive,0.07166129196043536,6.993676493043125,4284.895368420052
S08_D03,8,3,global_gbm,0.06769054720349715,7.027872500371555,4705.432904759752
S08_D03,8,3,holt_winters,0.09621097514690319,10.108638747833913,7180.999349663209
S08_D03,8,3,seasonal_naive,0.0762866200095787,7.486657703544143,5532.734738645001
S08_D04,8,4,global_gbm,0.058088983890604275,5.743608324178009,1070.1126636717852
S08_D04,8,4,holt_winters,0.09784136897269878,9.617996568633957,1761.0951530392856
S08_D04,8,4,seasonal_naive,0.07680318704294568,7.586754517920448,1361.7142666266434
S08_D05,8,5,global_gbm,0.05781682838847888,5.760960461341651,2627.931335977889
S08_D05,8,5,holt_winters,0.07400247392282329,7.494570824221806,3384.787639586062
S08_D05,8,5,seasonal_naive,0.07677037856340636,7.675223230042559,3287.2662206391547
S08_D06,8,6,global_gbm,0.053221321790310354,5.2567732907153575,3038.513619013686
S08_D06,8,6,holt_winters,0.1218214934358442,12.387173385775233,7713.331115444163
S08_D06,8,6,seasonal_naive,0.07986077600321084,7.853392395290698,4421.9579460861905
S08_D07,8,7,global_gbm,0.055066896687957945,5.450571561990362,3651.2726567699265
S08_D07,8,7,holt_winters,0.08513286220179807,8.544174332797802,5176.837993108439
S08_D07,8,7,seasonal_naive,0.07259204484478969,7.195355462684518,4734.844976778036
S08_D08,8,8,global_gbm,0.07863268153984397,7.903387947657836,1006.6716989442053
S08_D08,8,8,holt_winters,0.1066143351687205,10.891548011091578,1512.0068256964696
S08_D08,8,8,seasonal_naive,0.06529336779524295,6.398912515285212,927.4934564865163
S08_D09,8,9,global_gbm,0.07521169995368203,7.685977892562214,2868.6331435483553
S08_D09,8,9,holt_winters,0.13032986072929065,13.250356005117522,4903.971517607167
S08_D09,8,9,seasonal_naive,0.05957022885885843,6.000340805124298,2448.920591345554
S08_D10,8,10,global_gbm,0.08347557736112886,8.639650234322607,1056.9836280011339
S08_D10,8,10,holt_winters,0.09488277304288467,9.577080516824696,1478.910577665719
S08_D10,8,10,seasonal_naive,0.06813847331408877,6.6564419368360035,983.6492947346243
S08_D11,8,11,global_gbm,0.049975376174654286,4.941983140022067,2349.24082922567
S08_D11,8,11,holt_winters,0.1724595494412522,17.317506705858566,8342.602003420632
S08_D11,8,11,seasonal_naive,0.06470963802261163,6.320085446481056,3545.527081748609
S08_D12,8,12,global_gbm,0.06507585027900235,6.370420357629832,1410.2471361630458
S08_D12,8,12,holt_winters,0.09658487052683057,10.06568068584743,2145.531489823784
S08_D12,8,12,seasonal_naive,0.0638438620162259,6.436340178618534,1427.0372053687543
S09_D01,9,1,global_gbm,0.10526489102485644,11.048558454694911,1359.7731639361273
S09_D01,9,1,holt_winters,0.10492136600120879,10.615368449490102,1444.2760146951825
S09_D01,9,1,seasonal_naive,0.08751924121453962,8.679305297299306,1124.9934435366795
S09_D02,9,2,global_gbm,0.1116427864492767,24.085009807592883,2797.5649013823645
S09_D02,9,2,holt_winters,0.12487477245136708,25.585194237581195,3380.008906494352
S09_D02,9,2,seasonal_naive,0.09083174131286771,21.69967402065309,2307.042688862248
S09_D03,9,3,global_gbm,0.06890829615573667,6.937926581762681,1695.9225283715705
S09_D03,9,3,holt_winters,0.07998501907374288,8.111735402383347,2390.4406903489917
S09_D03,9,3,seasonal_naive,0.06286295825176379,6.266933012665369,1693.9486273881328
S09_D04,9,4,global_gbm,0.09734039423421292,10.02812335516877,687.5078929191909
S09_D04,9,4,holt_winters,0.09115096104293997,9.091956874412773,600.8915749854426
S09_D04,9,4,seasonal_naive,0.0741026402960428,7.4345704764230875,525.2080117693581
S09_D05,9,5,global_gbm,0.06572817837637009,6.413506376535068,1113.1046841055147
S09_D05,9,5,holt_winters,0.08894108141689427,9.021769077013737,1538.353612140728
S09_D05,9,5,seasonal_naive,0.08834840177863408,9.348334663141143,1807.4222107555543
S09_D06,9,6,global_gbm,0.07034801018272897,7.06149201628769,1757.4942727985692
S09_D06,9,6,holt_winters,0.10172134884428176,10.231507640613671,2554.438356426442
S09_D06,9,6,seasonal_naive,0.051233145395390166,5.181600618113461,1185.8545556254674
S09_D07,9,7,global_gbm,0.052280990823590084,5.079219865194479,1511.333468158069
S09_D07,9,7,holt_winters,0.09304439090227241,9.35209375555033,2624.7043613259334
S09_D07,9,7,seasonal_naive,0.06035065819209062,5.938483125033033,1524.6825706214156
S09_D08,9,8,global_gbm,0.11651506028070513,12.031183272208542,615.1486001719112
S09_D08,9,8,holt_winters,0.0675926126024179,6.895341914821313,376.441330372507
S09_D08,9,8,seasonal_naive,0.07458686435872132,7.420518645138774,416.75627866768355
S09_D09,9,9,global_gbm,0.06796896953451093,6.814581861549752,1051.4851403776995
S09_D09,9,9,holt_winters,0.14580142758496625,14.781427136015187,2818.857549234541
S09_D09,9,9,seasonal_naive,0.0694253203493571,7.047400599928327,1192.5252028559332
S09_D10,9,10,global_gbm,0.18142413382079173,18.809699067299764,1011.1727822990355
S09_D10,9,10,holt_winters,0.07315262263719029,7.5481608748301205,496.6249812939734
S09_D10,9,10,seasonal_naive,0.061260196626637266,6.229470623396029,324.728796934556
S09_D11,9,11,global_gbm,0.07137743112553166,7.279893048081219,1454.640720078194
S09_D11,9,11,holt_winters,0.15219279536734898,15.502893118003891,3302.445402503643
S09_D11,9,11,seasonal_naive,0.08850814201457495,8.893004283909688,1738.0014256174898
S09_D12,9,12,global_gbm,0.1839719851426974,19.32533655890389,1431.270170896987
S09_D12,9,12,holt_winters,0.1378159570483237,14.158459491726475,1283.642390266443
S09_D12,9,12,seasonal_naive,0.13774409440196692,13.832636131727318,1715.1300239960258
S10_D01,10,1,global_gbm,0.046639703143300425,4.616580679620631,3246.6535960425936
S10_D01,10,1,holt_winters,0.10112096304947328,9.866765159785439,7320.26592773461
S10_D01,10,1,seasonal_naive,0.12616682260001777,12.515182831750325,8075.738770170184
S10_D02,10,2,global_gbm,0.0666122224337877,6.360218203106052,8764.29472630552
S10_D02,10,2,holt_winters,0.10313885836460789,10.414435769667568,13797.521791065956
S10_D02,10,2,seasonal_naive,0.12377403205595022,12.00272311498656,14263.012995590047
S10_D03,10,3,global_gbm,0.06747416698678327,6.290496602984855,10610.559456655132
