cutoff,Store,Dept,series,model,wape,mape,rmse
2023-01-22,2,7,S02_D07,holt_winters,0.0786947098879958,8.198408323872695,8298.398595944369
2023-01-22,2,7,S02_D07,global_gbm,0.06286643201705323,6.159397258801248,6112.249777307027
2023-01-22,2,8,S02_D08,seasonal_naive,0.03148715832268705,3.140955815794033,772.2285643269738
2023-01-22,2,8,S02_D08,holt_winters,0.11489390044300951,11.81271370038656,2407.966248045903
2023-01-22,2,8,S02_D08,global_gbm,0.13366375073012285,13.619006388386051,2538.3365816910086
2023-01-22,2,9,S02_D09,seasonal_naive,0.0883662152445674,8.655472028613222,6139.154436034942
2023-01-22,2,9,S02_D09,holt_winters,0.14848096578933154,14.783510605829205,10087.701321416798
2023-01-22,2,9,S02_D09,global_gbm,0.10373558172456407,10.497058958608125,6369.59847181348
2023-01-22,2,10,S02_D10,seasonal_naive,0.0916329349925951,8.90814929746901,1888.7848975068603
2023-01-22,2,10,S02_D10,holt_winters,0.06482325950733361,6.445380644925111,1446.073329956357
2023-01-22,2,10,S02_D10,global_gbm,0.16607449208942052,17.779034002335035,3285.5479757060334
2023-01-22,2,11,S02_D11,seasonal_naive,0.0877264416815635,8.521683762368403,6660.972220347227
2023-01-22,2,11,S02_D11,holt_winters,0.20474659508573972,21.20716250065031,13788.085137996623
2023-01-22,2,11,S02_D11,global_gbm,0.1479526609589968,14.648678676326025,10756.081849744776
2023-01-22,2,12,S02_D12,seasonal_naive,0.07042707363691354,7.083336345811133,2192.633465689717
2023-01-22,2,12,S02_D12,holt_winters,0.10987802588928411,11.068442498990539,3588.6303043274097
2023-01-22,2,12,S02_D12,global_gbm,0.0823143641826125,8.387306047516924,2351.7555025547636
2023-01-22,3,1,S03_D01,seasonal_naive,0.07406579430164384,7.436524693724489,2850.864851205246
2023-01-22,3,1,S03_D01,holt_winters,0.1137915197782738,11.018048762006426,5114.586636662109
2023-01-22,3,1,S03_D01,global_gbm,0.0747584939413571,7.624381221393577,3320.737246371878
2023-01-22,3,2,S03_D02,seasonal_naive,0.08280124101230768,7.987009353750518,6227.42628073288
2023-01-22,3,2,S03_D02,holt_winters,0.07969513676020495,8.015672889467854,5370.847202628521
2023-01-22,3,2,S03_D02,global_gbm,0.09004865208482936,8.808675120545983,6135.609577894329
2023-01-22,3,3,S03_D03,seasonal_naive,0.04985840202791818,5.08747906016141,3901.796398003741
2023-01-22,3,3,S03_D03,holt_winters,0.07852342781049712,7.855669628553692,6987.838705789181
2023-01-22,3,3,S03_D03,global_gbm,0.06820317519554976,7.001855429009013,5131.005515896016
2023-01-22,3,4,S03_D04,seasonal_naive,0.1188634727244916,11.806695561037644,2528.483762754369
2023-01-22,3,4,S03_D04,holt_winters,0.07956725394763231,8.150332633618468,1865.1304644022405
2023-01-22,3,4,S03_D04,global_gbm,0.11192942342173934,11.37659639592119,2450.993670876262
2023-01-22,3,5,S03_D05,seasonal_naive,0.061273574497506776,5.970368922107668,3289.4824774879116
2023-01-22,3,5,S03_D05,holt_winters,0.0895832622584462,8.699307572186521,5043.049755739829
2023-01-22,3,5,S03_D05,global_gbm,0.0404331442469362,4.2281617121890145,2077.7403742118195
2023-01-22,3,6,S03_D06,seasonal_naive,0.06592330221292368,6.632012104483337,5067.966379489657
2023-01-22,3,6,S03_D06,holt_winters,0.14329245310118482,14.493517118218985,10132.596124651747
2023-01-22,3,6,S03_D06,global_gbm,0.04229079592144415,4.226819936929313,3537.5856434284265
2023-01-22,3,7,S03_D07,seasonal_naive,0.049788998059986565,4.9208049508534994,4368.547933704628
2023-01-22,3,7,S03_D07,holt_winters,0.087535760973078,8.802514068950698,6832.903463687897
2023-01-22,3,7,S03_D07,global_gbm,0.05044402476191823,5.04018423099213,4184.486083083258
2023-01-22,3,8,S03_D08,seasonal_naive,0.06732346803605908,6.095697904434822,1490.5506299728638
2023-01-22,3,8,S03_D08,holt_winters,0.12017941486507913,11.948239314757672,2121.402564523416
2023-01-22,3,8,S03_D08,global_gbm,0.09805564357121221,10.350884626168098,1769.5519592132475
2023-01-22,3,9,S03_D09,seasonal_naive,0.0463458827319033,4.787988064382786,2497.4524723105337
2023-01-22,3,9,S03_D09,holt_winters,0.11237665415945257,11.534704054567815,5945.077143783806
2023-01-22,3,9,S03_D09,global_gbm,0.07826090871357576,7.970403293709813,3611.0969991608426
2023-01-22,3,10,S03_D10,seasonal_naive,0.06329125796133951,6.380561189189107,1199.480421614918
2023-01-22,3,10,S03_D10,holt_winters,0.07587496711719757,7.514742143988419,1346.1927373589006
2023-01-22,3,10,S03_D10,global_gbm,0.12542142754351382,13.041099351525066,2271.0323516262274
2023-01-22,3,11,S03_D11,seasonal_naive,0.0742237263291767,7.185241790124531,4551.915918714888
2023-01-22,3,11,S03_D11,holt_winters,0.20546378020668796,21.159304635489917,12723.516382618503
2023-01-22,3,11,S03_D11,global_gbm,0.05705046813245025,5.401834735179727,3698.750925320519
2023-01-22,3,12,S03_D12,seasonal_naive,0.11629647333075115,10.614193386142329,3528.658276627605
2023-01-22,3,12,S03_D12,holt_winters,0.14069291860309863,13.434425362185664,4266.087771192312
2023-01-22,3,12,S03_D12,global_gbm,0.1157319147710063,12.454300135272579,2995.3008160639392
2023-01-22,4,1,S04_D01,seasonal_naive,0.041351075724624306,4.179779916482511,1918.294957963972
2023-01-22,4,1,S04_D01,holt_winters,0.08216944868290238,8.44780523836212,3900.9144223651138
2023-01-22,4,1,S04_D01,global_gbm,0.05328979271720038,5.464537655470854,2336.5931552003076
2023-01-22,4,2,S04_D02,seasonal_naive,0.09500229151759099,9.669273478894032,7624.189161239543
2023-01-22,4,2,S04_D02,holt_winters,0.2239544468360869,21.403624482342792,18561.2022057938
2023-01-22,4,2,S04_D02,global_gbm,0.06743014873015558,7.5179963408722195,5919.82384525762
2023-01-22,4,3,S04_D03,seasonal_naive,0.03124036570282169,3.243473520921318,2530.1566413984124
2023-01-22,4,3,S04_D03,holt_winters,0.10205783694529699,10.5972421490414,8919.248841793047
2023-01-22,4,3,S04_D03,global_gbm,0.03929329312671993,4.034138240710061,3364.6180611922164
2023-01-22,4,4,S04_D04,seasonal_naive,0.03920092642998415,4.125395370374251,1236.7513993068696
2023-01-22,4,4,S04_D04,holt_winters,0.08638152136761472,9.022591736853277,2343.753065369143
2023-01-22,4,4,S04_D04,global_gbm,0.09136030352390495,9.397826769501426,2119.44927035053
2023-01-22,4,5,S04_D05,seasonal_naive,0.0597516261463218,6.1806384156151415,3317.2337301601906
2023-01-22,4,5,S04_D05,holt_winters,0.1261368514762917,12.373205016246644,6675.179140240938
2023-01-22,4,5,S04_D05,global_gbm,0.06873223301131791,7.1691015705812005,4192.857099732158
2023-01-22,4,6,S04_D06,seasonal_naive,0.05795770688439854,5.847905739110167,4167.693105499132
2023-01-22,4,6,S04_D06,holt_winters,0.10357522442051612,10.314830469572565,9483.969912853689
2023-01-22,4,6,S04_D06,global_gbm,0.04486037720374258,4.59018598053968,3457.77157323685
2023-01-22,4,7,S04_D07,seasonal_naive,0.04927078305901208,4.877321913056252,4446.780022027171
2023-01-22,4,7,S04_D07,holt_winters,0.2811277190206814,28.55114665664556,21910.800558445615
2023-01-22,4,7,S04_D07,global_gbm,0.05065736901928366,5.0183053780955635,4640.430378507209
2023-01-22,4,8,S04_D08,seasonal_naive,0.0759163417369744,7.35969127361093,1520.7346855426492
2023-01-22,4,8,S04_D08,holt_winters,0.09727432588221793,9.898571772564813,2019.3149736871846
2023-01-22,4,8,S04_D08,global_gbm,0.08820577124513762,9.042918836653902,1594.5577126426479
2023-01-22,4,9,S04_D09,seasonal_naive,0.08999135011188145,9.021024227059591,5246.83401487864
2023-01-22,4,9,S04_D09,holt_winters,0.23594774186246303,23.455596237296945,14485.33970757437
2023-01-22,4,9,S04_D09,global_gbm,0.0764312117122675,7.860131055217387,4625.437579400991
2023-01-22,4,10,S04_D10,seasonal_naive,0.050065602469535384,5.08805895363673,944.6065085857178
2023-01-22,4,10,S04_D10,holt_winters,0.06263493045369858,6.050463724549828,1478.28091669672
2023-01-22,4,10,S04_D10,global_gbm,0.11394464746245417,11.820793192582657,1989.6677714864975
2023-01-22,4,11,S04_D11,seasonal_naive,0.07070440077033223,7.355558843439935,4278.852555680086
2023-01-22,4,11,S04_D11,holt_winters,0.19184907894417486,19.419804933744707,12942.225401077932
2023-01-22,4,11,S04_D11,global_gbm,0.05719627079317078,6.483637701958682,4574.970269919208
2023-01-22,4,12,S04_D12,seasonal_naive,0.04549677288055532,4.417202764726264,1469.5321697397437
2023-01-22,4,12,S04_D12,holt_winters,0.2540325395570227,25.889830183643685,9634.711307608897
2023-01-22,4,12,S04_D12,global_gbm,0.08469069285811212,8.487108215025913,2177.858841153279
2023-01-22,5,1,S05_D01,seasonal_naive,0.06828261001732273,6.661286167768857,2486.0565412189444
2023-01-22,5,1,S05_D01,holt_winters,0.06294016659096163,5.818912546799164,2861.6333287016937
2023-01-22,5,1,S05_D01,global_gbm,0.07137186442610026,7.561387237998607,2353.578674693556
2023-01-22,5,2,S05_D02,seasonal_naive,0.04706074031562346,4.606073898396959,3021.9025088468684
2023-01-22,5,2,S05_D02,holt_winters,0.09124763835508004,8.859934546942938,5446.9957383122555
2023-01-22,5,2,S05_D02,global_gbm,0.06026951867018267,5.933948954734092,3560.938098833127
2023-01-22,5,3,S05_D03,seasonal_naive,0.081570766614384,7.693609804442445,6065.766399304996
2023-01-22,5,3,S05_D03,holt_winters,0.11450557399643504,10.806004528947302,8118.343074920406
2023-01-22,5,3,S05_D03,global_gbm,0.06032085820798305,5.836375201772238,4812.909718945896
2023-01-22,5,4,S05_D04,seasonal_naive,0.07457008587688317,7.28123233126941,1366.162399570417
2023-01-22,5,4,S05_D04,holt_winters,0.07595199420984448,7.691100950676399,1337.9312343226773
2023-01-22,5,4,S05_D04,global_gbm,0.05841047777163324,5.92355178036152,1003.6624747524628
2023-01-22,5,5,S05_D05,seasonal_naive,0.0966997026475914,8.996486452693961,4572.0640367631
2023-01-22,5,5,S05_D05,holt_winters,0.13402396814341627,12.566796473117892,6134.435031168067
2023-01-22,5,5,S05_D05,global_gbm,0.0809947664818287,8.90698549680868,3526.0811031013322
2023-01-22,5,6,S05_D06,seasonal_naive,0.057232639407479594,5.905803362566846,3345.3139254784446
2023-01-22,5,6,S05_D06,holt_winters,0.11709619969728004,12.149018365544384,6570.922901544666
2023-01-22,5,6,S05_D06,global_gbm,0.05478687360132789,5.7332606119607075,3365.819059680643
2023-01-22,5,7,S05_D07,seasonal_naive,0.06425091688050581,6.400457180950758,3811.0401291592934
2023-01-22,5,7,S05_D07,holt_winters,0.11326420206461907,11.736557075008491,7706.791389984168
2023-01-22,5,7,S05_D07,global_gbm,0.06318438641137027,6.475593774788588,3966.3693484115242
2023-01-22,5,8,S05_D08,seasonal_naive,0.37339439984308653,17.107650056346298,15917.174191878015
2023-01-22,5,8,S05_D08,holt_winters,0.46299166549532217,29.28330191540415,16798.633063672954
2023-01-22,5,8,S05_D08,global_gbm,0.37872938343103263,20.40600511746351,15203.717028019224
2023-01-22,5,9,S05_D09,seasonal_naive,0.09013374857629565,8.820060028793842,3855.669090145055
2023-01-22,5,9,S05_D09,holt_winters,0.1829884189977283,18.172111592184997,7908.350928661658
2023-01-22,5,9,S05_D09,global_gbm,0.040993733946244025,4.051559562366563,1767.1761442358172
2023-01-22,5,10,S05_D10,seasonal_naive,0.05923958263284834,5.877769603049889,869.4853961683315
2023-01-22,5,10,S05_D10,holt_winters,0.06667380472154731,6.38731588893168,954.629938822935
2023-01-22,5,10,S05_D10,global_gbm,0.09287361432424937,9.67284209226594,1250.4139881244034
2023-01-22,5,11,S05_D11,seasonal_naive,0.09416444035679356,9.536126606394872,4959.818096433832
2023-01-22,5,11,S05_D11,holt_winters,0.17859168454360663,18.25950072316008,9340.483916913421
2023-01-22,5,11,S05_D11,global_gbm,0.0382630220984757,4.126405428533409,2365.522322966143
2023-01-22,5,12,S05_D12,seasonal_naive,0.089676856283475,8.702585084129971,1975.0530851251813
2023-01-22,5,12,S05_D12,holt_winters,0.09450152748480384,9.154469585893521,1974.0932671005685
2023-01-22,5,12,S05_D12,global_gbm,0.05088477148326506,5.145025969757045,1181.1575580979347
2023-01-22,6,1,S06_D01,seasonal_naive,0.04442198483499123,4.8360979764367,1372.9939847737855
2023-01-22,6,1,S06_D01,holt_winters,0.07789633546973472,7.660888547457076,2535.1510071158027
2023-01-22,6,1,S06_D01,global_gbm,0.0887335207582851,9.152599441088629,2179.14586508337
2023-01-22,6,2,S06_D02,seasonal_naive,0.0950707200747398,10.321746469545706,4897.36014195786
2023-01-22,6,2,S06_D02,holt_winters,0.11233906324888712,10.784978629527977,6830.089193434423
2023-01-22,6,2,S06_D02,global_gbm,0.10717934471344495,11.634260695262508,4857.665392268434
2023-01-22,6,3,S06_D03,seasonal_naive,0.02773829004730817,2.8398750303186304,1730.5474020450854
2023-01-22,6,3,S06_D03,holt_winters,0.1048579829509605,10.494328198259783,6064.832079954277
2023-01-22,6,3,S06_D03,global_gbm,0.06016755315122995,6.853996823209813,3855.3062553980485
2023-01-22,6,4,S06_D04,seasonal_naive,0.04544270315950568,4.68477671827124,694.160488539934
2023-01-22,6,4,S06_D04,holt_winters,0.0767538285145534,7.58435211379182,1032.638759385956
2023-01-22,6,4,S06_D04,global_gbm,0.12757594829387398,12.985863730658112,1634.4853856733037
2023-01-22,6,5,S06_D05,seasonal_naive,0.05460751878546957,5.541196387585622,1649.5581838897044
2023-01-22,6,5,S06_D05,holt_winters,0.10153262125025825,9.938573512564634,3313.0213663963045
2023-01-22,6,5,S06_D05,global_gbm,0.07551814447026017,8.047638319556938,2548.721502068839
2023-01-22,6,6,S06_D06,seasonal_naive,0.052842005897001575,5.376918394507772,3163.086870019143
2023-01-22,6,6,S06_D06,holt_winters,0.10983025944024984,11.113929527566082,5218.64903069653
2023-01-22,6,6,S06_D06,global_gbm,0.0775883124997565,8.238858188822704,3994.8100299843522
2023-01-22,6,7,S06_D07,seasonal_naive,0.051169458533747644,5.044700675146416,2847.2205756052686
2023-01-22,6,7,S06_D07,holt_winters,0.11200111810041641,11.566181690373,5949.920245979921
2023-01-22,6,7,S06_D07,global_gbm,0.04047357558012046,4.054491289086022,2466.0248555403045
2023-01-22,6,8,S06_D08,seasonal_naive,0.050130043725562394,5.084871055127673,585.621307640441
2023-01-22,6,8,S06_D08,holt_winters,0.07838400191211586,7.960505796469404,924.8357398052647
2023-01-22,6,8,S06_D08,global_gbm,0.09951899936116008,10.286605207461271,1075.5972821751504
2023-01-22,6,9,S06_D09,seasonal_naive,0.053574189393406704,5.260445822141895,2062.4284552772974
2023-01-22,6,9,S06_D09,holt_winters,0.17649255819478635,17.82530723104892,6633.083747352092
2023-01-22,6,9,S06_D09,global_gbm,0.1168104571449649,12.040755563674466,4050.513417187363
2023-01-22,6,10,S06_D10,seasonal_naive,0.11386830715648248,11.81960659875256,1237.2413100624308
2023-01-22,6,10,S06_D10,holt_winters,0.0637985769977279,6.175560937615913,877.4949292362463
2023-01-22,6,10,S06_D10,global_gbm,0.1382657452238984,14.392584364232386,1412.9327513583873
2023-01-22,6,11,S06_D11,seasonal_naive,0.051425772407878614,4.960520795229257,2445.9771875878164
2023-01-22,6,11,S06_D11,holt_winters,0.18231607716732487,18.502247315484112,7414.980331860154
2023-01-22,6,11,S06_D11,global_gbm,0.08500829021076624,8.946626175240876,3226.2596359667414
2023-01-22,6,12,S06_D12,seasonal_naive,0.06043187216804684,5.839988032463786,1214.7223697001716
2023-01-22,6,12,S06_D12,holt_winters,0.23147887343388635,23.735240446209172,5785.144876758464
2023-01-22,6,12,S06_D12,global_gbm,0.09841466400512609,10.04530034096603,1694.0682314159387
2023-01-22,7,1,S07_D01,seasonal_naive,0.09046556464645594,9.29082577609866,3305.812944311126
2023-01-22,7,1,S07_D01,holt_winters,0.11134329939494188,11.319405456418883,4392.148195131747
2023-01-22,7,1,S07_D01,global_gbm,0.06646557332693614,6.9992778590418245,2479.44043325651
2023-01-22,7,2,S07_D02,seasonal_naive,0.10175344481554557,9.552304855503685,6775.935793752958
2023-01-22,7,2,S07_D02,holt_winters,0.11026016083378114,10.52478601584327,7342.208112807314
2023-01-22,7,2,S07_D02,global_gbm,0.1206122423408787,12.492543839552777,7653.714335665947
2023-01-22,7,3,S07_D03,seasonal_naive,0.23323041448239176,23.59063164990313,28814.428971609865
2023-01-22,7,3,S07_D03,holt_winters,0.15062078289746345,14.146122346486429,12937.776512566128
2023-01-22,7,3,S07_D03,global_gbm,0.09574276805772805,9.016470633033318,7862.352475802145
2023-01-22,7,4,S07_D04,seasonal_naive,0.10132084028740368,9.394511911049369,2409.4189062510486
2023-01-22,7,4,S07_D04,holt_winters,0.0803309674450169,8.361005070196358,1641.545226643073
2023-01-22,7,4,S07_D04,global_gbm,0.11136081332699645,11.375060272884541,2210.5157088014053
2023-01-22,7,5,S07_D05,seasonal_naive,0.051928349979859414,5.031383576656657,2462.242474914887
2023-01-22,7,5,S07_D05,holt_winters,0.07841724997912881,7.6710132340373525,3982.9911104961807
2023-01-22,7,5,S07_D05,global_gbm,0.039680022011303634,4.106653265796344,1900.9117356301267
2023-01-22,7,6,S07_D06,seasonal_naive,0.07638565808819435,7.788024853383443,5315.02436162338
2023-01-22,7,6,S07_D06,holt_winters,0.08263917504875373,8.310326937487208,5754.441459546432
2023-01-22,7,6,S07_D06,global_gbm,0.040077250096679035,4.106095028555598,2927.6887989609563
2023-01-22,7,7,S07_D07,seasonal_naive,0.06829226291433782,6.617183795448413,5055.589186510558
2023-01-22,7,7,S07_D07,holt_winters,0.12430280244005988,12.81250912273707,9338.765657656442
2023-01-22,7,7,S07_D07,global_gbm,0.043067021909863695,4.163784156545461,3490.556963893332
2023-01-22,7,8,S07_D08,seasonal_naive,0.06062278394704137,6.04179913434339,1016.1658187827911
2023-01-22,7,8,S07_D08,holt_winters,0.08766686991719809,8.924776183095798,1527.4869814715648
2023-01-22,7,8,S07_D08,global_gbm,0.08563019723371582,8.616920597048367,1270.2858452734956
2023-01-22,7,9,S07_D09,seasonal_naive,0.03956887039434409,3.984783043794272,2164.5661358774664
2023-01-22,7,9,S07_D09,holt_winters,0.12168896196887968,12.691114148496792,6424.040151774566
2023-01-22,7,9,S07_D09,global_gbm,0.05571947597678554,5.7729509350870325,2637.17586690666
2023-01-22,7,10,S07_D10,seasonal_naive,0.05578513765022707,5.696458470365775,1025.597795976815
2023-01-22,7,10,S07_D10,holt_winters,0.06886907262062855,6.490157013834917,1311.625157403377
2023-01-22,7,10,S07_D10,global_gbm,0.11804523817033884,12.645321134574916,1757.9298373356082
2023-01-22,7,11,S07_D11,seasonal_naive,0.04554700248943308,5.037460033857808,3194.5978998909227
2023-01-22,7,11,S07_D11,holt_winters,0.15935538854216058,16.24071272745213,9128.219598426933
2023-01-22,7,11,S07_D11,global_gbm,0.0838238020171383,8.676753012682683,4333.293601473573
2023-01-22,7,12,S07_D12,seasonal_naive,0.035153382890233606,3.432548364620898,1296.489687391496
2023-01-22,7,12,S07_D12,holt_winters,0.10858513196998619,10.441801567729915,2714.2796937251023
2023-01-22,7,12,S07_D12,global_gbm,0.04893530736454787,4.987459014799238,1158.0509187093278
2023-01-22,8,1,S08_D01,seasonal_naive,0.021969147147331055,2.086709426502294,890.8340331116675
2023-01-22,8,1,S08_D01,holt_winters,0.1716222267884906,17.123968770148004,7056.441346810925
2023-01-22,8,1,S08_D01,global_gbm,0.057680462962393965,5.7174966956197215,2166.9228238905484
2023-01-22,8,2,S08_D02,seasonal_naive,0.060264094371634956,5.740131158581247,3836.975205283778
2023-01-22,8,2,S08_D02,holt_winters,0.12431235410724356,12.26505131100683,6974.772011771584
2023-01-22,8,2,S08_D02,global_gbm,0.06731911884330209,6.478573749350977,4191.119597527654
2023-01-22,8,3,S08_D03,seasonal_naive,0.04761853222122855,4.5303210972092955,3977.764485271532
2023-01-22,8,3,S08_D03,holt_winters,0.08395737561266123,7.929803445837461,6914.272289426751
2023-01-22,8,3,S08_D03,global_gbm,0.12438847184310288,13.357330548957624,8416.269505274104
2023-01-22,8,4,S08_D04,seasonal_naive,0.10141718104400732,10.225458594951045,1869.7352497111722
2023-01-22,8,4,S08_D04,holt_winters,0.1135568546393232,11.788730770152444,2501.4222182623057
2023-01-22,8,4,S08_D04,global_gbm,0.09459737864049172,9.71868174880541,1751.0808615003084
2023-01-22,8,5,S08_D05,seasonal_naive,0.05160983495331634,5.317525382769343,2394.147994417848
2023-01-22,8,5,S08_D05,holt_winters,0.05904203816705334,5.896484813981622,2748.4895848938286
2023-01-22,8,5,S08_D05,global_gbm,0.06019437543404334,6.02838964689014,2683.695339164104
2023-01-22,8,6,S08_D06,seasonal_naive,0.06996333536054818,6.933058185243748,4602.204000693582
2023-01-22,8,6,S08_D06,holt_winters,0.14039288701473324,14.062266074392221,10198.742254238561
2023-01-22,8,6,S08_D06,global_gbm,0.038205707701413245,3.867633086581549,2695.4150580597775
2023-01-22,8,7,S08_D07,seasonal_naive,0.054525849252196744,5.442907345515542,4079.2427638150557
2023-01-22,8,7,S08_D07,holt_winters,0.0907536851442259,9.40751808434335,6578.2384312916465
2023-01-22,8,7,S08_D07,global_gbm,0.08091783806728475,8.27574441327808,5560.913909998875
2023-01-22,8,8,S08_D08,seasonal_naive,0.09651839523666907,9.182740937537979,1707.1476654532562
2023-01-22,8,8,S08_D08,holt_winters,0.08370897528831246,8.64596421226239,1386.4403101971322
2023-01-22,8,8,S08_D08,global_gbm,0.16110678447488058,16.136709176620933,2280.25622035365
2023-01-22,8,9,S08_D09,seasonal_naive,0.05773488319922576,5.81688354187308,2579.224462336013
2023-01-22,8,9,S08_D09,holt_winters,0.1320662075426565,13.481540778035342,6644.656392107346
2023-01-22,8,9,S08_D09,global_gbm,0.024692389671770412,2.513106929610167,1217.8523003503021
2023-01-22,8,10,S08_D10,seasonal_naive,0.08771033215770659,8.46659146034233,1471.6294390317823
2023-01-22,8,10,S08_D10,holt_winters,0.1191578414046769,11.861436903322142,1860.4599784570985
2023-01-22,8,10,S08_D10,global_gbm,0.060438158152532374,6.4264153458631705,868.5094173909454
2023-01-22,8,11,S08_D11,seasonal_naive,0.054265301157219586,5.0781076727586045,3648.7943646994554
2023-01-22,8,11,S08_D11,holt_winters,0.20904184819270183,21.109445331729866,10485.491021907521
