Store,Dept,Date,Weekly_Sales,IsHoliday,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5
1,1,2019-11-17,21409.2,False,0.0,0.0,0.0,0.0,0.0
1,1,2019-11-24,37888.3,True,0.0,0.0,0.0,0.0,0.0
1,1,2019-12-01,45129.79,True,0.0,6062.67,0.0,0.0,1522.16
1,1,2019-12-08,25709.28,False,0.0,6062.67,0.0,0.0,1522.16
1,1,2019-12-15,25434.97,False,0.0,6062.67,0.0,0.0,1522.16
1,1,2019-12-22,45283.41,True,0.0,6062.67,0.0,0.0,1522.16
1,1,2019-12-29,43141.53,True,0.0,0.0,0.0,0.0,0.0
1,1,2020-01-05,26461.45,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-01-12,26432.3,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-01-19,25997.74,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-01-26,26720.47,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-02-02,33875.54,True,0.0,0.0,0.0,0.0,0.0
1,1,2020-02-09,33935.9,True,0.0,0.0,0.0,0.0,0.0
1,1,2020-02-16,23978.09,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-02-23,26022.11,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-03-01,24894.82,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-03-08,34747.73,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-03-15,34599.75,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-03-22,36161.0,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-03-29,33464.33,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-04-05,31329.48,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-04-12,32997.08,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-04-19,29287.88,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-04-26,28365.14,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-05-03,27368.57,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-05-10,29884.58,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-05-17,27306.03,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-05-24,25440.56,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-05-31,27414.77,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-06-07,25706.12,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-06-14,23532.23,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-06-21,21241.88,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-06-28,20936.75,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-07-05,21609.98,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-07-12,20101.08,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-07-19,19912.37,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-07-26,19828.12,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-08-02,19180.52,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-08-09,18432.86,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-08-16,18386.44,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-08-23,19009.26,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-08-30,17322.0,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-09-06,22730.0,True,0.0,0.0,0.0,0.0,0.0
1,1,2020-09-13,24706.02,True,0.0,0.0,0.0,0.0,0.0
1,1,2020-09-20,18966.49,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-09-27,19811.85,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-10-04,19586.67,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-10-11,18308.89,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-10-18,21757.62,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-10-25,21207.6,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-11-01,21652.57,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-11-08,23179.92,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-11-15,22744.22,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-11-22,24553.63,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-11-29,36041.36,True,0.0,0.0,0.0,0.0,0.0
1,1,2020-12-06,23682.51,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-12-13,25002.23,False,0.0,0.0,0.0,0.0,0.0
1,1,2020-12-20,45397.37,True,0.0,0.0,0.0,0.0,0.0
1,1,2020-12-27,42250.25,True,0.0,0.0,0.0,0.0,0.0
1,1,2021-01-03,25417.24,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-01-10,24059.23,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-01-17,23357.82,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-01-24,26426.05,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-01-31,24024.5,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-02-07,33543.76,True,0.0,0.0,0.0,0.0,0.0
1,1,2021-02-14,26185.47,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-02-21,25114.57,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-02-28,25577.54,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-03-07,24700.97,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-03-14,23076.75,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-03-21,24716.86,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-03-28,22506.2,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-04-04,23938.87,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-04-11,22014.99,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-04-18,20368.77,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-04-25,22863.33,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-05-02,19772.92,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-05-09,20829.88,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-05-16,18523.61,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-05-23,19780.74,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-05-30,19426.96,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-06-06,19728.56,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-06-13,17845.35,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-06-20,18330.35,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-06-27,17684.86,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-07-04,17339.65,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-07-11,18385.68,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-07-18,17455.67,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-07-25,16646.29,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-08-01,17171.72,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-08-08,16375.08,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-08-15,16814.94,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-08-22,18734.17,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-08-29,20098.92,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-09-05,24011.94,True,0.0,0.0,0.0,0.0,0.0
1,1,2021-09-12,23818.42,True,0.0,0.0,0.0,0.0,0.0
1,1,2021-09-19,19969.92,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-09-26,19026.45,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-10-03,18680.97,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-10-10,20737.67,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-10-17,20510.99,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-10-24,20608.55,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-10-31,22491.61,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-11-07,22445.33,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-11-14,20610.34,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-11-21,24598.87,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-11-28,42306.42,True,0.0,0.0,0.0,0.0,0.0
1,1,2021-12-05,43453.75,True,0.0,0.0,0.0,0.0,0.0
1,1,2021-12-12,24654.87,False,0.0,0.0,0.0,0.0,0.0
1,1,2021-12-19,38502.82,True,0.0,0.0,0.0,0.0,0.0
1,1,2021-12-26,41393.26,True,0.0,0.0,0.0,0.0,0.0
1,1,2022-01-02,25947.03,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-01-09,25241.43,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-01-16,25889.51,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-01-23,24056.24,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-01-30,25798.26,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-02-06,30217.22,True,0.0,0.0,0.0,0.0,0.0
1,1,2022-02-13,33123.75,True,0.0,0.0,0.0,0.0,0.0
1,1,2022-02-20,23212.13,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-02-27,23906.41,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-03-06,23674.56,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-03-13,23609.27,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-03-20,23121.51,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-03-27,27302.5,False,6060.86,0.0,6182.49,5117.0,0.0
1,1,2022-04-03,25598.55,False,6060.86,0.0,6182.49,5117.0,0.0
1,1,2022-04-10,27348.56,False,6060.86,0.0,6182.49,5117.0,0.0
1,1,2022-04-17,26743.12,False,6060.86,0.0,6182.49,5117.0,0.0
1,1,2022-04-24,22155.78,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-05-01,21876.62,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-05-08,20353.79,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-05-15,18915.49,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-05-22,19451.54,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-05-29,18536.04,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-06-05,18226.88,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-06-12,18148.51,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-06-19,18807.63,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-06-26,18188.83,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-07-03,20564.65,False,0.0,0.0,2962.72,0.0,6377.68
1,1,2022-07-10,18940.38,False,0.0,0.0,2962.72,0.0,6377.68
1,1,2022-07-17,16846.95,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-07-24,17413.58,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-07-31,17653.34,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-08-07,19480.0,False,0.0,8581.49,0.0,0.0,0.0
1,1,2022-08-14,18892.97,False,0.0,8581.49,0.0,0.0,0.0
1,1,2022-08-21,18390.7,False,0.0,8581.49,0.0,0.0,0.0
1,1,2022-08-28,18365.49,False,0.0,8581.49,0.0,0.0,0.0
1,1,2022-09-04,21888.61,True,0.0,0.0,0.0,0.0,0.0
1,1,2022-09-11,24721.25,True,0.0,0.0,0.0,0.0,0.0
1,1,2022-09-18,18332.45,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-09-25,20254.51,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-10-02,23758.34,False,5896.17,3807.1,0.0,1263.33,0.0
1,1,2022-10-09,24368.53,False,5896.17,3807.1,0.0,1263.33,0.0
1,1,2022-10-16,25025.61,False,5896.17,3807.1,0.0,1263.33,0.0
1,1,2022-10-23,24930.17,False,5896.17,3807.1,0.0,1263.33,0.0
1,1,2022-10-30,25658.15,False,7816.82,0.0,0.0,4921.08,6858.18
1,1,2022-11-06,26207.86,False,7816.82,0.0,0.0,4921.08,6858.18
1,1,2022-11-13,27469.23,False,7816.82,0.0,0.0,4921.08,6858.18
1,1,2022-11-20,22758.13,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-11-27,42750.54,True,0.0,0.0,0.0,0.0,0.0
1,1,2022-12-04,44267.4,True,0.0,0.0,0.0,0.0,0.0
1,1,2022-12-11,24998.78,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-12-18,25049.52,False,0.0,0.0,0.0,0.0,0.0
1,1,2022-12-25,45047.78,True,0.0,0.0,0.0,0.0,0.0
1,1,2023-01-01,24425.55,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-01-08,26842.47,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-01-15,27737.65,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-01-22,25386.45,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-01-29,26994.8,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-02-05,33179.92,True,0.0,0.0,0.0,0.0,0.0
1,1,2023-02-12,29921.86,True,0.0,0.0,0.0,0.0,0.0
1,1,2023-02-19,24816.59,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-02-26,22972.11,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-03-05,25221.59,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-03-12,24668.11,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-03-19,26162.0,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-03-26,21883.31,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-04-02,24128.57,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-04-09,23101.85,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-04-16,20954.16,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-04-23,21412.88,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-04-30,20905.14,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-05-07,21054.86,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-05-14,22510.65,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-05-21,18435.24,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-05-28,19119.9,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-06-04,21211.3,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-06-11,17624.57,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-06-18,18198.07,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-06-25,18496.26,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-07-02,18388.44,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-07-09,18172.3,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-07-16,18072.65,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-07-23,18586.61,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-07-30,17696.39,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-08-06,16927.62,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-08-13,18690.25,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-08-20,19575.1,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-08-27,18092.16,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-09-03,17973.74,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-09-10,23895.6,True,0.0,0.0,0.0,0.0,0.0
1,1,2023-09-17,17395.34,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-09-24,21103.37,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-10-01,22594.92,False,3552.43,0.0,0.0,0.0,0.0
1,1,2023-10-08,20992.84,False,3552.43,0.0,0.0,0.0,0.0
1,1,2023-10-15,21301.3,False,3552.43,0.0,0.0,0.0,0.0
1,1,2023-10-22,23069.78,False,3552.43,0.0,0.0,0.0,0.0
1,1,2023-10-29,21475.72,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-11-05,20011.65,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-11-12,21711.54,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-11-19,21408.54,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-11-26,40304.88,True,0.0,0.0,0.0,0.0,0.0
1,1,2023-12-03,42200.61,True,0.0,0.0,0.0,0.0,0.0
1,1,2023-12-10,23142.56,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-12-17,24503.29,False,0.0,0.0,0.0,0.0,0.0
1,1,2023-12-24,47546.25,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-01-06,42849.05,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-01-13,44077.77,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-01-20,41335.75,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-01-27,43671.91,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-02-03,60381.82,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-02-10,55022.34,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-02-17,43006.23,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-02-24,41410.72,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-03-03,44020.36,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-03-10,41223.51,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-03-17,41522.74,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-03-24,42818.62,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-03-31,40100.78,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-04-07,35757.35,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-04-14,39743.02,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-04-21,36201.44,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-04-28,35545.38,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-05-05,35627.81,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-05-12,34354.55,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-05-19,36017.87,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-05-26,36259.74,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-06-02,34625.79,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-06-09,34011.76,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-06-16,29841.87,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-06-23,28797.65,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-06-30,32080.39,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-07-07,30202.81,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-07-14,29437.5,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-07-21,31037.46,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-07-28,30928.97,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-08-04,27988.36,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-08-11,29913.65,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-08-18,31722.69,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-08-25,30074.64,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-09-01,27937.57,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-09-08,45533.91,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-09-15,43360.16,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-09-22,32745.43,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-09-29,31618.39,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-10-06,34134.17,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-10-13,37844.65,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-10-20,37796.32,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-10-27,38670.0,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-11-03,37149.49,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-11-10,36252.22,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-11-17,41948.93,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-11-24,82979.06,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-12-01,82719.12,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-12-08,41729.42,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-12-15,43345.54,False,0.0,0.0,0.0,0.0,0.0
1,2,2019-12-22,84069.77,True,0.0,0.0,0.0,0.0,0.0
1,2,2019-12-29,84111.48,True,0.0,0.0,0.0,0.0,0.0
1,2,2020-01-05,44170.15,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-01-12,47036.47,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-01-19,42411.03,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-01-26,43694.56,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-02-02,58325.59,True,0.0,0.0,0.0,0.0,0.0
1,2,2020-02-09,69905.22,True,1874.68,0.0,0.0,0.0,3743.9
1,2,2020-02-16,43294.24,False,1874.68,0.0,0.0,0.0,3743.9
1,2,2020-02-23,46754.54,False,1874.68,0.0,0.0,0.0,3743.9
1,2,2020-03-01,44970.27,False,1874.68,0.0,0.0,0.0,3743.9
1,2,2020-03-08,26953.35,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-03-15,28256.84,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-03-22,31474.85,False,0.0,5168.64,1858.91,3749.06,0.0
1,2,2020-03-29,34008.9,False,0.0,5168.64,1858.91,3749.06,0.0
1,2,2020-04-05,27950.42,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-04-12,26447.19,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-04-19,26995.87,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-04-26,24829.24,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-05-03,-2428.15,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-05-10,22916.54,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-05-17,27431.43,False,2411.77,0.0,0.0,5870.17,0.0
1,2,2020-05-24,26830.84,False,2411.77,0.0,0.0,5870.17,0.0
1,2,2020-05-31,26271.0,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-06-07,25513.05,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-06-14,26621.03,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-06-21,25509.64,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-06-28,27918.06,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-07-05,24925.05,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-07-12,26593.14,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-07-19,28221.73,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-07-26,28817.07,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-08-02,27509.57,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-08-09,29151.68,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-08-16,30438.54,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-08-23,31693.37,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-08-30,33197.1,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-09-06,44281.84,True,0.0,0.0,0.0,0.0,0.0
1,2,2020-09-13,42680.36,True,0.0,0.0,0.0,0.0,0.0
1,2,2020-09-20,28680.32,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-09-27,34868.1,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-10-04,32494.72,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-10-11,36902.0,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-10-18,38814.54,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-10-25,36482.36,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-11-01,37025.04,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-11-08,39437.2,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-11-15,39741.89,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-11-22,40572.95,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-11-29,79131.42,True,0.0,0.0,0.0,0.0,0.0
1,2,2020-12-06,42268.37,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-12-13,42974.69,False,0.0,0.0,0.0,0.0,0.0
1,2,2020-12-20,83615.04,True,0.0,0.0,0.0,0.0,0.0
